link,address,square_price,Area,price_start_from
https://krisha.kz/complex/show/almaty/bolashak/,"Алматы, Алатауский р-н, ул. Жапсарбаева, 68",420704²tg,,
https://krisha.kz/complex/show/aktau/bozhyra/,"Актау, ​16-й микрорайон, 8",250000²tg,,
https://krisha.kz/complex/show/aktau/morskoybriz/,"Актау, мкр Приморский, Приморский район,улица Теннистая, 56",135000²tg,,
https://krisha.kz/complex/show/semey/brooklyn/,"Семей, ул. Ибраева, 116",460000²tg,,
https://krisha.kz/complex/show/uralsk/brooklyn/,"Уральск, ул Тауелсиздик 37",450000²tg,,
https://krisha.kz/complex/show/almaty/butalegacy/,"Алматы, Турксибский р-н, мкр. Кайрат, улица Тараз 1/1",385000²tg,,
https://krisha.kz/complex/show/shymkent/capitalcity/,"Шымкент, Абайский р-н, ул. Байдибек би, стр. 127/7",480000²tg,,
https://krisha.kz/complex/show/aktau/caspiresort/,"Актау, 27 км.от города Актау",350000²tg,,
https://krisha.kz/complex/show/atyrau/centercity/,"Атырау, район санатория «Атырау»",430000²tg,,
https://krisha.kz/complex/show/uralsk/cherekayeva/,"Уральск, ул. Черекаева, 2/6",250000²tg,,
https://krisha.kz/complex/show/almaty/kdcitadel/,"Алматы, ул. Белбулак, 2",375000²tg,,
https://krisha.kz/complex/show/semey/citecostar/,"Семей, ул. Физкультурная 4а",320000²tg,,
https://krisha.kz/complex/show/aktau/sportcity/,"Актау, 39-й микрорайон",190000²tg,,
https://krisha.kz/complex/show/nur-sultan/cosmiccity/,"Астана, Есильский р-н, просп. Туран, 89",340000²tg,,
https://krisha.kz/complex/show/konaev/gardencity/,"Конаев (Капчагай), улица С.Сейфуллина,16Г",300000²tg,,
https://krisha.kz/complex/show/almaty/ordacity/,"Алматы, Алатауский р-н, мкр Теректы, ул Айналмалы, 183",350000²tg,,
https://krisha.kz/complex/show/shymkent/moderncity/,"Шымкент, Каратауский р-н, 189 квартал, уч.25/1",330000²tg,,
https://krisha.kz/complex/show/nur-sultan/europecity/,"Астана, Есильский р-н, ул. Акмешит, 1",770000²tg,,
https://krisha.kz/complex/show/almaty/qargalycity/,"Алматы, Алатауский р-н, мкрн Аккент, ул. Шарипа Омарова угол ул. Фаризы Онгарсыновой",370000²tg,,
https://krisha.kz/complex/show/nur-sultan/nexpoclassic/,"Астана, ул. Турар Рыскулов, 1",533000²tg,,
https://krisha.kz/complex/show/nur-sultan/rclubdeluxe/,"Астана, пересечение Кабанбай батыра и Хусейн бен Талала",650000²tg,,
https://krisha.kz/complex/show/karaganda/sunriseclubhouse/,"Караганда, Казыбек би р-н, ​Улица Муканова, 61/2",305000²tg,,
https://krisha.kz/complex/show/almaty/countryclubtalgar/,"Алматы, Медеуский р-н, Талгарская трасса, посёлок Бельбулак",650000²tg,,
https://krisha.kz/complex/show/nur-sultan/kereycomfort/,"Астана, Есильский р-н, ул. Коргалжинское шоссе, рядом с университетом КАЗГЮУ",380000²tg,,
https://krisha.kz/complex/show/kostanay/davinci/,"Костанай, микрорайон Береке, 142/1",480000²tg,,
https://krisha.kz/complex/show/almaty/nurlydala/,"Алматы, Наурызбайский р-н, ул. Райымбека - ул. Жуалы",tg,,
https://krisha.kz/complex/show/karaganda/janadala/,"Караганда, ул. Степной 4, 23/2",285000²tg,,
https://krisha.kz/complex/show/nur-sultan/rio-de-janeiro/,"Астана, Сарыарка р-н, ул. Косшыгулулы, 159",330000²tg,,
https://krisha.kz/complex/show/aktau/delmarmo/,"Актау, 14 микрорайон, участок № 2",330000²tg,,
https://krisha.kz/complex/show/almaty/demeuresidence/,"Алматы, Медеуский р-н, участок 192",580000²tg,,
https://krisha.kz/complex/show/almaty/frenchhouse/,"Алматы, Наурызбайский р-н, мкрн.Қарағайлы",350000²tg,,
https://krisha.kz/complex/show/almaty/dominolife/,"Алматы, Медеуский р-н, ул. Жамакаева, 308",16²tg,,
https://krisha.kz/complex/show/dreampark/,"Косшы, Косшы, ул. Республики, уч. 91",260000²tg,,
https://krisha.kz/complex/show/alanya/kavidreams/,"Турция, Аланья, Oba mah., Bedenliler sk., No 19",890000²tg,,
https://krisha.kz/complex/show/almaty/exclusiveduet/,"Алматы, Бостандыкский р-н, проспект Абая, 28а​",970000²tg,,
https://krisha.kz/complex/show/nur-sultan/ispanskyidvorik/,"Астана, Есильский р-н, ул. Е 523 - ул. Е 695",300000²tg,,
https://krisha.kz/complex/show/turkestan/yassyecovillage/,"Туркестан, ул. Жана кала, 32",420000²tg,,
https://krisha.kz/complex/show/almaty/ecopark/,"Алматы, Бостандыкский р-н, Микрорайон Ерменсай, ул. Талапты, 30",970000²tg,,
https://krisha.kz/complex/show/ekibastuz/eltau/,"Экибастуз, ул. Ауэзова 55а",420000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/emeralds/,"Усть-Каменогорск, ул. Кокжал Барака, 7/3",400000²tg,,
https://krisha.kz/complex/show/almaty/etasaresidence/,"Алматы, Бостандыкский р-н, ул. Жарокова, уч. 218",650000²tg,,
https://krisha.kz/complex/show/nur-sultan/familyhouse/,"Косшы, мкр. 5Б, уч. 88/1",220000²tg,,
https://krisha.kz/complex/show/nur-sultan/ferdinand/,"Астана, Есильский р-н, район пересечения улиц Е321 и Е464",11²tg,,
https://krisha.kz/complex/show/nur-sultan/flagman/,"Астана, Сарыарка р-н, ул. Шығанақ - ул. Кенесары",551000²tg,,
https://krisha.kz/complex/show/almaty/flora/,"Алматы, Наурызбайский р-н, мкр.Тастыбулак, ул.Таутаган 6",380000²tg,,
https://krisha.kz/complex/show/nur-sultan/gamma/,"Астана, Есильский р-н, ул. Абикена Бектурова",413000²tg,,
https://krisha.kz/complex/show/almaty/gardenhills/,"Алматы, Бостандыкский р-н, ул. 13-я, 138/2",700000²tg,,
https://krisha.kz/complex/show/karaganda/lifegarden/,"Караганда, улица Кабжанова 75",500000²tg,,
https://krisha.kz/complex/show/nur-sultan/gimalai/,"Астана, Алматы р-н, ул. Нажмиденова",320000²tg,,
https://krisha.kz/complex/show/semey/pouliceglinki/,"Семей, ул. Глинки",295000²tg,,
https://krisha.kz/complex/show/astana/golfvillage/,"Астана, Алматы р-н, район пересечения А68, А91 и А123",250000²tg,,
https://krisha.kz/complex/show/almaty/graff/,"Алматы, Бостандыкский р-н, ул. 7-переулок, 67",599000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/granvia/,"Усть-Каменогорск, ул. Жибек жолы, 6/2",360000²tg,,
https://krisha.kz/complex/show/nur-sultan/grandvictoria/,"Астана, Алматы р-н, ул. Ж.Нажимеденова угол ул. С.Нурмагамбетова",430000²tg,,
https://krisha.kz/complex/show/uralsk/grandrauza/,"Уральск, мкрн. ""Астана"" и 5 мкрн., уч.1",800000²tg,,
https://krisha.kz/complex/show/almaty/granit/,"Боралдай (Бурундай), пос.Бурундай мкр водник - 2 ул. Суворова 17К",400000²tg,,
https://krisha.kz/complex/show/nur-sultan/greenhousepremium/,"Астана, Алматы р-н, ул. Ш.Калдаякова угол ул. С.Нурмагамбетова",425000²tg,,
https://krisha.kz/complex/show/nur-sultan/greenlinevita/,"Астана, вдоль ул. Е-305",366000²tg,,
https://krisha.kz/complex/show/taraz/hamiltonpark/,"Тараз, улица Капал, 62",450000²tg,,
https://krisha.kz/complex/show/shymkent/hayatriver/,"Шымкент, Аль-Фарабийский р-н, ​Улица Турысова, 1/12",390000²tg,,
https://krisha.kz/complex/show/Almaty/regishills/,"Алматы, Бостандыкский р-н, мкр. Ерменсай, ​3-й переулок, 46",876227²tg,,
https://krisha.kz/complex/show/nur-sultan/koktobehills/,"Астана, Есильский р-н, микрарайон Уркер, ул. Умбетей жырау - ул. Узак батыр",250000²tg,,
https://krisha.kz/complex/show/almaty/irishome/,"Алматы, Наурызбайский р-н, ул. Саудакент, 20",399000²tg,,
https://krisha.kz/complex/show/kaskelen/ujniy/,"Каскелен, мкр.Южный",200000²tg,,
https://krisha.kz/complex/show/karaganda/parkhouse2/,"Караганда, ул.Гудермесская 104\5",250000²tg,,
https://krisha.kz/complex/show/nur-sultan/satiparkhouse/,"Астана, ул. Мангилик Ел - ул. Е497",715000²tg,,
https://krisha.kz/complex/show/kostanay/parkhouse/,"Костанай, пересечение улиц Гашека и Волынова",385000²tg,,
https://krisha.kz/complex/show/astana/turanhouse/,"Астана, Есильский р-н, ул. E103 участок 5",300000²tg,,
https://krisha.kz/complex/show/uralsk/riverhouse/,"Уральск, ул. Некрасова 29Б",290000²tg,,
https://krisha.kz/complex/show/nur-sultan/aibike/,"Астана, Алматы р-н, ул.А.Бөлекпаева, 22 стр",275000²tg,,
https://krisha.kz/complex/show/almaty/remizovkaidealnayarezidencia/,"Алматы, ул. Арайлы, 20 к2",630000²tg,,
https://krisha.kz/complex/show/nur-sultan/istanbul/,"Астана, Есильский р-н, пересечение улиц Баян сулу и Кыз Жибек",640000²tg,,
https://krisha.kz/complex/show/almaty/janaomir/,"Отеген батыр, жилой массив Жана куат, ул. Аубакирова",350000²tg,,
https://krisha.kz/complex/show/almaty/jardin/,"Алматы, Бостандыкский р-н, мкрн. Нурлытау, 932",700000²tg,,
https://krisha.kz/complex/show/shymkent/jasotauturan/,"Шымкент, Каратауский р-н, мкр. Туран, 2",283000²tg,,
https://krisha.kz/complex/show/uralsk/jayikkent/,"Уральск, ул. Дины Нурпеисовой, 40/2",250000²tg,,
https://krisha.kz/complex/show/nur-sultan/jetisulepsi/,"Астана, Есильский р-н, проспект Улы Дала",418108²tg,,
https://krisha.kz/complex/show/aktobe/jibekjoly1/,"Актобе, микрорайон Батыс-2, участок 251В",180000²tg,,
https://krisha.kz/complex/show/atyrau/jmtowers/,"Атырау, пр. Абулхайыр хана, 85",546000²tg,,
https://krisha.kz/complex/show/almaty/kamenkapark/,"Алматы, Наурызбайский р-н, мкр. Таусамалы, ул. Жандосова 70а",500000²tg,,
https://krisha.kz/complex/show/aktau/kapital/,"Актау, 11-й мкр., 58",255000²tg,,
https://krisha.kz/complex/show/karaganda/kenshi/,"Караганда, улица Шахтеров 73",295000²tg,,
https://krisha.kz/complex/show/nur-sultan/kerei/,"Астана, Алматы р-н, ул. Жургенова угол ул. Боекбаева",310000²tg,,
https://krisha.kz/complex/show/nur-sultan/kerim/,"Астана, Алматы р-н, Пересечение улиц А.Байтурсынова и А-62",280000²tg,,
https://krisha.kz/complex/show/karaganda/keruen/,"Караганда, проспект Республики, участок 49",351000²tg,,
https://krisha.kz/complex/show/nur-sultan/khanresidence/,"Астана, Сарыарка р-н, пересечение пр. Н. Тлендиева и ул. Баршын",285000²tg,,
https://krisha.kz/complex/show/shymkent/khanzada/,"Шымкент, микрорайон Спортивный, ул. Байтурсынова, 35/7",460000²tg,,
https://krisha.kz/complex/show/almaty/koksay/,"Алматы, ул. МТФ, 3",900000²tg,,
https://krisha.kz/complex/show/nur-sultan/kokshebel/,"Астана, ул. Косшыгулулы, 15",280000²tg,,
https://krisha.kz/complex/show/astana/leya-koktal/,"Астана, Сарыарка р-н, ул. ​Аккорган, 2а стр",tg,,
https://krisha.kz/complex/show/kokshetau/koktempark/,"Кокшетау, мкрн. Сарыарка 12 (напротив IT школы)",265000²tg,,
https://krisha.kz/complex/show/us-kamenogorsk/koktem/,"Усть-Каменогорск, Проспект Илияса Есенберлина, 14",342000²tg,,
https://krisha.kz/complex/show/almaty/comfortcity/,"Алматы, Бостандыкский р-н, улица Гагарина 310",750000²tg,,
https://krisha.kz/complex/show/petropavlovsk/komfort/,"Петропавловск, ул. Советская, д. 144",350000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/krilova/,"Усть-Каменогорск, ул. Крылова, 70\1",370000²tg,,
https://krisha.kz/complex/show/koksehtau/raduzhniykvartal/,"Кокшетау, мкр Сары-Арка, 13А",260000²tg,,
https://krisha.kz/complex/show/nur-sultan/lesnayapolyana/,"Косшы, ЖМ Лесная поляна, 46",276000²tg,,
https://krisha.kz/complex/show/nur-sultan/newline/,"Астана, Есильский р-н, ул. Е117",270000²tg,,
https://krisha.kz/complex/show/nur-sultan/lisbon/,"Астана, ул. Айтматова - ул. Е-19",330000²tg,,
https://krisha.kz/complex/show/karaganda/london/,"Караганда, Казыбек би р-н, Жамбыла, 156/2",500000²tg,,
https://krisha.kz/complex/show/aktau/lumiere/,"Актау, 20 микрорайон",310000²tg,,
https://krisha.kz/complex/show/almaty/madeira/,"Алматы, Бостандыкский р-н, вверх по Навои",12²tg,,
https://krisha.kz/complex/show/nur-sultan/madi/,"Астана, по ул.Сыганак",379000²tg,,
https://krisha.kz/complex/show/karaganda/manhattan/,"Караганда, Казыбек би р-н, улица Таттимбета, участок 10Б",270000²tg,,
https://krisha.kz/complex/show/aktau/mansur/,"Актау, 20 мкр., 19, 22",160000²tg,,
https://krisha.kz/complex/show/uralsk/meken/,"Уральск, ул Молдагалиева 39",260000²tg,,
https://krisha.kz/complex/show/kostanay/mendykara/,"Костанай, ул. Уральская, 45А",310000²tg,,
https://krisha.kz/complex/show/karaganda/merei/,"Караганда, 137-й учетный квартал, 599",285000²tg,,
https://krisha.kz/complex/show/almaty/miracle/,"Алматы, Бостандыкский р-н, просп. Абая, уч. 38",960000²tg,,
https://krisha.kz/complex/show/almaty/monarch/,"Алматы, ул. Жамакаева, 155",692521²tg,,
https://krisha.kz/complex/show/uralsk/monkeuly/,"Уральск, ул. Монкеулы, 115",260000²tg,,
https://krisha.kz/complex/show/almaty/munartau/,"Алматы, Наурызбайский р-н, ул. Сейдимбек, 102/2",590000²tg,,
https://krisha.kz/complex/show/novosibirsk/nasledie/,"Россия, Новосибирск, ул. Перевозчикова, 4",1²tg,,
https://krisha.kz/complex/show/uralsk/nauryz/,"Уральск, Бауыржан Момышуы, 47/3",240000²tg,,
https://krisha.kz/complex/show/kokshetau/nazym/,"Кокшетау, мкр. Сарыарка  2Г",300000²tg,,
https://krisha.kz/complex/show/petropavlovsk/novator/,"Петропавловск, 2я-Новаторная, 10А",280000²tg,,
https://krisha.kz/complex/show/nur-sultan/novopolis/,"Астана, Сарыарка р-н, ул. Караменде би Шакаулы, 13",300000²tg,,
https://krisha.kz/complex/show/tuzdysbatau/oasis/,"Туздыбастау (Калинино), Микрорайон Айжарык, 1в",400000²tg,,
https://krisha.kz/complex/show/oazis/,"Астана, Есильский р-н, ул. Айтматова, вблизи набережной",tg,,
https://krisha.kz/complex/show/karaganda/otbasym/,"Караганда, ул. Рыскулова",320000²tg,,
https://krisha.kz/complex/show/almaty/otegencity/,"Отеген батыр, посёлок Отеген батыр (бывший Грэс), улица 37",300000²tg,,
https://krisha.kz/complex/show/almaty/ozhetplus/,"Алматы, Алатауский р-н, ул. Северное кольцо, 92/2",360000²tg,,
https://krisha.kz/complex/show/nur-sultan/turanpalace/,"Астана, Есильский р-н, пересечение пр. Туран и ул. №31",420000²tg,,
https://krisha.kz/complex/show/kostanay/panoramapark/,"Костанай, ул. Темирбаева, 50",365000²tg,,
https://krisha.kz/complex/show/almaty/raiymbekpark/,"Алматы, Алмалинский р-н, ул. Райымбека, 174/2",550000²tg,,
https://krisha.kz/complex/show/almaty/seyfullinpark/,"Алматы, Жетысуский р-н, ул. Булкушева - ул. Сейфуллина",525000²tg,,
https://krisha.kz/complex/show/shymkent/primepark/,"Шымкент, Каратауский р-н, проспект Байдибек би, участок 2/1",395000²tg,,
https://krisha.kz/complex/show/astana/parus/,"Астана, Алматы р-н, ул. Майлина, 6",365000²tg,,
https://krisha.kz/complex/show/nur-sultan/firdaus/,"Астана, Алматы р-н, район ул. А.Байтурсынова пер. пр.Улы Дала",325000²tg,,
https://krisha.kz/complex/show/nur-sultan/qway/,"Астана, ул. А62, участок 2",270000²tg,,
https://krisha.kz/complex/show/almaty/qadam/,"Алматы, Наурызбайский р-н, ул. Береке, 9 стр",410000²tg,,
https://krisha.kz/complex/show/nur-sultan/qazyna/,"Астана, Алматы р-н, ул. Байтурсынова угол ул. Нурмагамбетова",360000²tg,,
https://krisha.kz/complex/show/aktobe/rahmet/,"Актобе, мкр.Батыс-2, участок 351",246000²tg,,
https://krisha.kz/complex/show/nur-sultan/rayimbek/,"Астана, Алматы р-н, пересечение улиц Райымбек батыра и К. Азербаева",420000²tg,,
https://krisha.kz/complex/show/aktobe/rayan/,"Актобе, ул. Санкибай батыра 177А",260000²tg,,
https://krisha.kz/complex/show/almaty/regent/,"Алматы, Бостандыкский р-н, Жангир хана, 25",800000²tg,,
https://krisha.kz/complex/show/atyrau/riversideresidents/,"Атырау, ул. Шамина, 5в",350000²tg,,
https://krisha.kz/complex/show/uralsk/samal/,"Уральск, ул. Самал, 110",180000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/sana/,"Усть-Каменогорск, между пр.И.Есенберлина и пр.К.Сатпаева, позиция 86",340000²tg,,
https://krisha.kz/complex/show/nur-sultan/sancy/,"Астана, Алматы р-н, ул. Жумекен Нажимеденова, 39",299000²tg,,
https://krisha.kz/complex/show/nur-sultan/saratan/,"Астана, Алматы р-н, ул. А91",300000²tg,,
https://krisha.kz/complex/show/shymkent/sauran/,"Шымкент, Каратауский р-н, ул. Шымсити",330000²tg,,
https://krisha.kz/complex/show/almaty/saxonyard/,"Алматы, Бостандыкский р-н, мкр. Нур Алатау, ул. 13, уч. № 40, 96",850000²tg,,
https://krisha.kz/complex/show/karaganda/senim/,"Караганда, ул. Строителей, 33/14",290000²tg,,
https://krisha.kz/complex/show/nur-sultan/shabyt/,"Астана, ул. Орынбор",534800²tg,,
https://krisha.kz/complex/show/astana/shyngys/,"Астана, Нура р-н, ул. Е-429, 6​ (пересечение улиц Мухамедханова и Ш.Айтматова)",300000²tg,,
https://krisha.kz/complex/show/almaty/shynyray/,"Алматы, Наурызбайский р-н, улица Алтын Орда, 6г",335000²tg,,
https://krisha.kz/complex/show/nur-sultan/sunland/,"Астана, Нура р-н, пересечение просп. Улы Дала ул. Казыбек Би",370000²tg,,
https://krisha.kz/complex/show/aktobe/sunqar/,"Актобе, микрорайон Батыс-2, участок 24Е",270000²tg,,
https://krisha.kz/complex/show/nur-sultan/syganak/,"Астана, Есильский р-н, ул. Сыганак, 51д",385000²tg,,
https://krisha.kz/complex/show/talgar/talhiztany/,"Талгар, ул. Нуртазина, 31",350000²tg,,
https://krisha.kz/complex/show/karaganda/taugul/,"Караганда, Казыбек би р-н, ул. Муканова, 78",250000²tg,,
https://krisha.kz/complex/show/kostanay/teatralniy/,"Костанай, ул. Бородина, 111",440000²tg,,
https://krisha.kz/complex/show/almaty/titultown/,"Алматы, Алатауский р-н, ул. 7, 142/92",390000²tg,,
https://krisha.kz/complex/show/kostanay/tobol/,"Костанай, ул. Гашека 9",430000²tg,,
https://krisha.kz/complex/show/aktau/tolkyntownhouse/,"Актау, 29 мкр. 202 участок",330000²tg,,
https://krisha.kz/complex/show/aktau/tomiristowers/,"Актау, Мкр. 16, уч. 31",320000²tg,,
https://krisha.kz/complex/show/zhanaozen/zhanauzentowers/,"Жанаозен, мкрн Коктем, 52А",180000²tg,,
https://krisha.kz/complex/show/petropavsk/uyut/,"Петропавловск, ул. Мусрепова 11а",tg,,
https://krisha.kz/complex/show/nur-sultan/vienna/,"Астана, ул. Бухар жырау уг.ул. 809",500000²tg,,
https://krisha.kz/complex/show/almaty/vostok/,"Алматы, ул. Райымбек батыра, 283",360000²tg,,
https://krisha.kz/complex/show/karaganda/zaman/,"Караганда, ул. Букетова, 60а, район нового центра",372400²tg,,
https://krisha.kz/complex/show/nur-sultan/zauzar/,"Астана, Алматы р-н, район пересечения улиц Ш.Калдаякова и А78",330000²tg,,
https://krisha.kz/complex/show/aktobe/zere/,"Актобе, Батыс-2, участок 353/3",229659²tg,,
https://krisha.kz/complex/show/semey/jasmin/,"Семей, ул. Дастенова, 30А",320000²tg,,
https://krisha.kz/complex/show/nur-sultan/zheneva/,"Астана, Алматы р-н, ул. Шамши Калдаякова - ул. А 78",420000²tg,,
https://krisha.kz/complex/show/aktobe/zura/,"Актобе, Батыс-2, Мангилик Ел, 30Б",270000²tg,,
https://krisha.kz/complex/show/shymkent/standartcity/,"Шымкент, Мкр.Нуртас",350000²tg,,
https://krisha.kz/complex/show/almaty/nuria/,"Бесагаш, ул. Талгарский тракт, с. Бесагаш",410000²tg,,
https://krisha.kz/complex/show/almaty/soho-17/,"Алматы, Ауэзовский р-н, ул. Навои, 58/1",620000²tg,,
https://krisha.kz/complex/show/aktobe/greenpark/,"Актобе, с/к Саздинское лесничество  228/37",220000²tg,,
https://krisha.kz/complex/show/karaganda/comfortniy-dom-2/,"Караганда, ул. Волочаевская, 1 стр",280000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/satticity/,"Усть-Каменогорск, ​ул. Илияса Есенберлина, 80",300000²tg,,
https://krisha.kz/complex/show/turkestan/syrdariya2/,"Туркестан, мкр. Жана Кала",310000²tg,,
https://krisha.kz/complex/show/nur-sultan/primegarden/,"Астана, Есильский р-н, ул. Жошы хан, 27",470000²tg,,
https://krisha.kz/complex/show/dostar2/aktobe/,"Актобе, мкрн Батыс-3",200000²tg,,
https://krisha.kz/complex/show/karaganda/otau2/,"Караганда, ул. Муканова, 51/8",290000²tg,,
https://krisha.kz/complex/show/aktobe/alem2/,"Актобе, мкр. Батыс 2, участок 46",230000²tg,,
https://krisha.kz/complex/show/nur-sultan/zere-2/,"Астана, Алматы р-н, пересечения ул. А244 и пр. Р. Кошкарбаева",tg,,
https://krisha.kz/complex/show/karaganda/comfortnii-dom-3/,"Караганда, ул. Волочаевская, стр. 2",275000²tg,,
https://krisha.kz/complex/show/karaganda/otau3/,"Караганда, Муканова 51",270000²tg,,
https://krisha.kz/complex/show/nur-sultan/tselinograd4/,"Астана, Сарыарка р-н, ул. Кумисбекова, 9, 9/1, 9а",350000²tg,,
https://krisha.kz/complex/show/aktau/7qazyna/,"Актау, 38 мкрн",200000²tg,,
https://krisha.kz/complex/show/petropavlovsk/8kvartal/,"Петропавловск, ул. Жабаева - ул. Челюскина",370000²tg,,
https://krisha.kz/complex/show/pavlodar/abayacity/,"Павлодар, ул. Абая, 223",320000²tg,,
https://krisha.kz/complex/show/kokshetau/abay/,"Кокшетау, ул. Байтурсынова, 70/1",290000²tg,,
https://krisha.kz/complex/show/pavlodar/adina/,"Павлодар, ул. Луговая 6/1",420000²tg,,
https://krisha.kz/complex/show/nur-sultan/agate/,"Астана, Есильский р-н, ул. Толе би, 53",420000²tg,,
https://krisha.kz/complex/show/nur-sultan/aibar/,"Астана, Сарыарка р-н, ул. ​Кумисбекова, 11/1 и ул. 187",430000²tg,,
https://krisha.kz/complex/show/nur-sultan/ainabulaq/,"Астана, Есильский р-н, прос. Мәңгілік ел угол ул. Хусейн бен Талал",320000²tg,,
https://krisha.kz/complex/show/novosibirsk/akademklubb/,"Россия, Новосибирск, Новосибирский район, пос. Каинская заимка, ул. Серебряное Озеро",678384²tg,,
https://krisha.kz/complex/show/shymkent/alfarabi/,"Шымкент, мкрн. Нурсат, проспект Назарбаева, 14/1",509105²tg,,
https://krisha.kz/complex/show/aktobe/alashorda/,"Актобе, микрорайон Батыс-1, ул. Мангилик Ел",190000²tg,,
https://krisha.kz/complex/show/aktau/alemtowers/,"Актау, 17мкр., 98 участок",300000²tg,,
https://krisha.kz/complex/show/aktobe/aliya/,"Актобе, микрорайон Батыс-2, 49Л",220000²tg,,
https://krisha.kz/complex/show/alma-city/,"Алматы, Наурызбайский р-н, ул. Жунисова, 10 к1",294900²tg,,
https://krisha.kz/complex/show/aktobe/altyntaga/,"Актобе, Батыс-2, участок 350",220000²tg,,
https://krisha.kz/complex/show/kokshetau/altynqala/,"Кокшетау, ул. Женис, 80",330000²tg,,
https://krisha.kz/complex/show/petropavlovsk/altynsarin/,"Петропавловск, ул. Алтынсарина, 52",340000²tg,,
https://krisha.kz/complex/show/nur-sultan/aman/,"Астана, Есильский р-н, проспект Мангилик Ел, напротив новой главной мечети",402000²tg,,
https://krisha.kz/complex/show/almaty/amir/,"Алматы, Бостандыкский р-н, ул. Розыбакиева - ул. Ескараева",964615²tg,,
https://krisha.kz/complex/show/almaty/gulana/,"Алматы, Жетысуский р-н, ул. Райымбека, 259",400000²tg,,
https://krisha.kz/complex/show/almaty/applepark/,"Алматы, Наурызбайский р-н, ул. Акселеу Сейдембек, 105/6",655000²tg,,
https://krisha.kz/complex/show/nur-sultan/argento/,"Астана, Есильский р-н, ул. Акмешит - ул. Орынбор",549000²tg,,
https://krisha.kz/complex/show/aktobe/araily/,"Актобе, пр. Абулхайр-хана - ул. Аз-Наурыз, д. 144",305000²tg,,
https://krisha.kz/complex/show/almaty/arlan/,"Бесагаш, Талгарский район, Алматинская область, ул. Сырым батыра, 80",384000²tg,,
https://krisha.kz/complex/show/turkestan/arman/,"Туркестан, АДС - 5",250000²tg,,
https://krisha.kz/complex/show/nur-sultan/armantau-comfort2/,"Астана, Алматы р-н, ул. Байтурсынова, 20",370000²tg,,
https://krisha.kz/complex/show/uralsk/asan/,"Уральск, с. Асан, ул. Жубана Молдагалиева, 8",240000²tg,,
https://krisha.kz/complex/show/shymkent/asarhouse/,"Шымкент, 189 квартал, 25/1",300000²tg,,
https://krisha.kz/complex/show/almaty/ashyqtobe/,"Бесагаш, ул. Кульджинский тракт, 156/4",360000²tg,,
https://krisha.kz/complex/show/nur-sultan/atamari/,"Астана, Есильский р-н, ул. Мухамедханова",420000²tg,,
https://krisha.kz/complex/show/nur-sultan/autlet/,"Астана, Алматы р-н, проспект Кошкарбаева, стр. 48",350000²tg,,
https://krisha.kz/complex/show/shymkent/avalon/,"Шымкент, Каратауский р-н, микрорайон Нуртас",490000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/avenue/,"Усть-Каменогорск, Пр. Есенберлина, позиция 98",300000²tg,,
https://krisha.kz/complex/show/atyrau/aysana/,"Атырау, мкр. Жетыказына, улица Каленова",380000²tg,,
https://krisha.kz/complex/show/uralsk/azimut/,"Уральск, проспект Абулхаирхана, дом 147",285000²tg,,
https://krisha.kz/complex/show/atyrau/baisanatresidence/,"Атырау, Мкр. Нурсая, улица Таумуш Жумагалиева, 6",360000²tg,,
https://krisha.kz/complex/show/almaty/barakat/,"Алматы, Бостандыкский р-н, ул. Казыбек Тауасарулы, 71\1",700000²tg,,
https://krisha.kz/complex/show/pavlodar/barcelona/,"Павлодар, ул. Расковой 9/2",285000²tg,,
https://krisha.kz/complex/show/shymkent/batsuecovillage/,"Шымкент, Абайский р-н, Тамерлановское шоссе, 205/5",320000²tg,,
https://krisha.kz/complex/show/batumi/bianca/,"Грузия, Батуми, ул. Леха и Марии Качиньских, д. 5",660000²tg,,
https://krisha.kz/complex/show/zhanaozen/beibitshilik/,"Жанаозен, мкр.Акбулак, Торегали Кадыров, 55а",180000²tg,,
https://krisha.kz/complex/show/almaty/belgravia/,"Алматы, Бостандыкский р-н, ул. Бахадур, вверх по Оспанова",730000²tg,,
https://krisha.kz/complex/show/almaty/besagashresidence/,"Бесагаш, Бесагаш, ул. Халифы Алтая 38",413333²tg,,
https://krisha.kz/complex/show/almaty/beverlyhills/,"Алматы, Медеуский р-н, Мкрн. Юбилейный",14²tg,,
https://krisha.kz/complex/show/nur-sultan/baisal/,"Астана, микрорайон Пригородный",230000²tg,,
https://krisha.kz/complex/show/karaganda/baisanat/,"Караганда, ул. Дюсембекова",300000²tg,,
https://krisha.kz/complex/show/pavlodar/bolashaq/,"Павлодар, ул. Ак.Сатпаева 350/2",320000²tg,,
https://krisha.kz/complex/show/nur-sultan/nabotanicheskom/,"Астана, Есильский р-н, ул. Акмешит, 9",688000²tg,,
https://krisha.kz/complex/show/nur-sultan/bravofamily/,"Астана, Алматы р-н, ул. Нажимеденова (район Пирамиды)",412000²tg,,
